COCO_AP,COCO_AP50,COCO_AP75,COCO_AP_large,COCO_AP_medium,COCO_AP_small,COCO_AR100,COCO_images,elapsed_seconds,gradient_norm_before_clip,loss_box_reg,loss_classifier,loss_objectness,loss_rpn_box_reg,loss_total,row_type,update
,,,,,,,,0.14198210000176914,1.425420880317688,0.03884664177894592,0.009142987430095673,0.006651430856436491,0.015411372296512127,0.07005243003368378,training,122
,,,,,,,,0.1455413000076078,1.9954465627670288,0.03726492449641228,0.01304510049521923,0.005056880880147219,0.01931636407971382,0.07468326389789581,training,123
,,,,,,,,0.14614100000471808,1.0762890577316284,0.025848878547549248,0.013705777004361153,0.004010623320937157,0.008645045571029186,0.05221032723784447,training,124
,,,,,,,,0.1428670000168495,1.385092854499817,0.0373622328042984,0.02070724405348301,0.001796936267055571,0.01081656850874424,0.07068298012018204,training,125
,,,,,,,,0.14707060001092032,1.5349547863006592,0.03028467856347561,0.01245868019759655,0.001740181352943182,0.008434116840362549,0.05291765555739403,training,126
,,,,,,,,0.13227470000856556,1.3426564931869507,0.03506486862897873,0.015855839475989342,0.004348851274698973,0.004810573533177376,0.06008013337850571,training,127
,,,,,,,,0.10929029999533668,1.2245852947235107,0.03130127862095833,0.0073932139202952385,0.003920248243957758,0.01064964011311531,0.05326438322663307,training,128
,,,,,,,,0.11072940001031384,1.133228063583374,0.03484831750392914,0.01641661673784256,0.0016097561456263065,0.001963966526091099,0.05483865737915039,training,129
,,,,,,,,0.17510210000909865,1.5116268396377563,0.026531066745519638,0.015915770083665848,0.014852261170744896,0.01469841692596674,0.0719975158572197,training,130
,,,,,,,,0.14540550002129748,1.2927398681640625,0.02983185462653637,0.012364747002720833,0.0035568559542298317,0.011197894811630249,0.05695135146379471,training,131
,,,,,,,,0.14003879998927005,1.2725403308868408,0.029969656839966774,0.014662230387330055,0.0010344900656491518,0.003012040862813592,0.04867842048406601,training,132
,,,,,,,,0.13879769999766722,1.390410304069519,0.03116554766893387,0.008377555757761002,0.009685050696134567,0.015551821328699589,0.06477997452020645,training,133
,,,,,,,,0.14672669998253696,1.12361478805542,0.028978902846574783,0.008917582221329212,0.0026548481546342373,0.0024213246069848537,0.04297265410423279,training,134
,,,,,,,,0.14696499999263324,1.3617801666259766,0.025427382439374924,0.007464451715350151,0.0028657736256718636,0.010760411620140076,0.04651801660656929,training,135
,,,,,,,,0.14403690001927316,2.058990478515625,0.04961954057216644,0.01868879236280918,0.003209653776139021,0.014125069603323936,0.08564305305480957,training,136
,,,,,,,,0.11006069998256862,3.7523021697998047,0.018408020958304405,0.012691274285316467,0.007813229225575924,0.06154312193393707,0.100455641746521,training,137
,,,,,,,,0.10704939998686314,1.40041184425354,0.028999360278248787,0.012744087725877762,0.0034344992600381374,0.00732530327513814,0.052503250539302826,training,138
,,,,,,,,0.15981700000702403,1.6832456588745117,0.0350528359413147,0.006910068914294243,0.002695085946470499,0.017860228195786476,0.06251822412014008,training,139
,,,,,,,,0.14392380000208504,1.4115831851959229,0.033076103776693344,0.020292649045586586,0.004685413558036089,0.0031604229006916285,0.061214592307806015,training,140
,,,,,,,,0.14545670000370592,1.8783037662506104,0.02914305031299591,0.008203761652112007,0.006429493427276611,0.017425496131181717,0.0612017996609211,training,141
,,,,,,,,0.14136860001599416,1.5467475652694702,0.02295852079987526,0.00686280895024538,0.004185869824141264,0.013144423253834248,0.04715162143111229,training,142
,,,,,,,,0.1440948999952525,1.1926774978637695,0.032433412969112396,0.028105847537517548,0.004883142188191414,0.0014504767023026943,0.06687287986278534,training,143
,,,,,,,,0.14404129999456927,2.263925313949585,0.028183728456497192,0.006130698136985302,0.010057699866592884,0.027768509462475777,0.072140634059906,training,144
,,,,,,,,0.1467300999793224,1.5667150020599365,0.03749562054872513,0.01061495952308178,0.004790137056261301,0.008714486844837666,0.06161520630121231,training,145
,,,,,,,,0.14333359999000095,2.735942840576172,0.02490905486047268,0.0052598086185753345,0.005183238070458174,0.04538465663790703,0.08073675632476807,training,146
